date,year,month,month_name,district,rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,population,cholera_cases,diarrhea_cases,typhoid_cases,hepatitis_a_cases,total_disease_cases,outbreak_alert,season,cases_last_month,cases_2_months_ago,rainfall_last_month,district_encoded,season_encoded
2022-03-01,2022,3,March,Ramanathapuram,42.89,36.93,6.98,8.44,129.67,4.79,790.31,3997914,25,69,15,6,115,0,Summer,61.0,81.0,57.09,5,2
2022-04-01,2022,4,April,Ramanathapuram,26.07,36.2,7.04,15.26,264.97,4.72,377.31,1285088,23,68,12,7,110,0,Summer,115.0,61.0,42.89,5,2
2022-05-01,2022,5,May,Ramanathapuram,48.96,25.87,6.45,14.82,210.32,6.95,969.19,3262734,19,57,11,9,96,0,Summer,110.0,115.0,26.07,5,2
2022-06-01,2022,6,June,Ramanathapuram,101.97,37.74,7.0,22.22,391.84,5.21,998.22,2485243,38,109,16,11,174,1,SW_Monsoon,96.0,110.0,48.96,5,1
2022-07-01,2022,7,July,Ramanathapuram,130.8,36.16,7.08,8.35,159.85,4.09,924.7,1200416,22,75,12,9,118,0,SW_Monsoon,174.0,96.0,101.97,5,1
2022-08-01,2022,8,August,Ramanathapuram,158.99,29.7,6.23,5.07,274.06,7.06,987.86,3087033,26,90,17,4,137,1,SW_Monsoon,118.0,174.0,130.8,5,1
2022-09-01,2022,9,September,Ramanathapuram,157.06,29.94,8.12,2.42,355.98,7.15,688.71,1032358,36,119,20,8,183,1,SW_Monsoon,137.0,118.0,158.99,5,1
2022-10-01,2022,10,October,Ramanathapuram,124.87,35.52,7.75,4.27,382.52,6.9,794.55,4583028,28,77,12,11,128,1,NE_Monsoon,183.0,137.0,157.06,5,0
2022-11-01,2022,11,November,Ramanathapuram,211.57,33.73,6.38,19.67,330.05,7.42,569.93,2314099,34,101,21,7,163,1,NE_Monsoon,128.0,183.0,124.87,5,0
2022-12-01,2022,12,December,Ramanathapuram,226.95,30.94,8.34,28.65,440.05,5.48,745.01,3895622,42,130,18,12,202,1,NE_Monsoon,163.0,128.0,211.57,5,0
2023-01-01,2023,1,January,Ramanathapuram,27.96,34.61,7.1,13.36,74.84,5.39,722.38,4835807,25,61,7,6,99,0,Winter,202.0,163.0,226.95,5,3
2023-02-01,2023,2,February,Ramanathapuram,35.62,28.47,7.1,5.05,260.79,7.42,462.46,2647849,26,87,11,6,130,1,Winter,99.0,202.0,27.96,5,3
2023-03-01,2023,3,March,Ramanathapuram,13.49,35.52,7.44,4.19,114.0,8.94,983.56,4226348,18,67,10,5,100,0,Summer,130.0,99.0,35.62,5,2
2023-04-01,2023,4,April,Ramanathapuram,34.82,36.45,7.75,4.6,160.6,8.72,922.92,589244,16,54,17,3,90,0,Summer,100.0,130.0,13.49,5,2
2023-05-01,2023,5,May,Ramanathapuram,35.09,24.75,7.12,4.92,279.81,5.54,1084.5,2443419,24,78,17,9,128,1,Summer,90.0,100.0,34.82,5,2
2023-06-01,2023,6,June,Ramanathapuram,154.89,30.84,7.36,15.36,1.49,8.66,561.45,2421948,25,62,12,5,104,0,SW_Monsoon,128.0,90.0,35.09,5,1
2023-07-01,2023,7,July,Ramanathapuram,140.0,37.1,7.13,17.36,213.04,8.02,912.54,3572721,34,95,18,5,152,1,SW_Monsoon,104.0,128.0,154.89,5,1
2023-08-01,2023,8,August,Ramanathapuram,80.01,25.33,6.47,19.05,147.04,5.12,552.84,3934091,21,71,15,5,112,0,SW_Monsoon,152.0,104.0,140.0,5,1
2023-09-01,2023,9,September,Ramanathapuram,105.2,25.43,6.37,11.74,126.67,7.06,243.0,3388899,16,40,14,3,73,0,SW_Monsoon,112.0,152.0,80.01,5,1
2023-10-01,2023,10,October,Ramanathapuram,303.06,33.51,7.6,18.77,482.12,8.11,322.29,4500366,43,128,26,13,210,1,NE_Monsoon,73.0,112.0,105.2,5,0
2023-11-01,2023,11,November,Ramanathapuram,111.62,25.55,6.99,19.65,105.36,8.44,1008.38,4777214,24,75,14,6,119,0,NE_Monsoon,210.0,73.0,303.06,5,0
2023-12-01,2023,12,December,Ramanathapuram,295.37,26.12,7.69,29.49,380.71,8.06,308.97,3643197,33,86,17,9,145,1,NE_Monsoon,119.0,210.0,111.62,5,0
2024-01-01,2024,1,January,Ramanathapuram,41.51,29.8,6.3,12.72,190.04,6.36,1099.76,1454183,22,70,11,6,109,0,Winter,145.0,119.0,295.37,5,3
2024-02-01,2024,2,February,Ramanathapuram,33.32,25.83,6.69,10.77,107.81,8.18,1149.96,4577729,17,63,14,6,100,0,Winter,109.0,145.0,41.51,5,3
2024-03-01,2024,3,March,Ramanathapuram,56.58,25.8,6.4,13.54,239.54,8.16,998.96,4366527,23,60,14,9,106,0,Summer,100.0,109.0,33.32,5,2
2024-04-01,2024,4,April,Ramanathapuram,26.91,33.79,6.87,13.25,19.61,7.96,801.85,3626829,17,54,6,5,82,0,Summer,106.0,100.0,56.58,5,2
2024-05-01,2024,5,May,Ramanathapuram,29.75,32.17,6.85,1.98,40.63,7.5,222.49,4684572,15,59,13,2,89,0,Summer,82.0,106.0,26.91,5,2
2024-06-01,2024,6,June,Ramanathapuram,72.27,35.51,7.36,21.39,372.37,4.12,582.87,4830057,40,119,21,8,188,1,SW_Monsoon,89.0,82.0,29.75,5,1
2024-07-01,2024,7,July,Ramanathapuram,98.13,31.01,8.39,18.58,180.31,4.27,368.52,4134842,30,85,13,7,135,1,SW_Monsoon,188.0,89.0,72.27,5,1
2024-08-01,2024,8,August,Ramanathapuram,122.96,35.13,8.0,9.3,241.19,8.17,888.11,3799248,35,88,18,5,146,1,SW_Monsoon,135.0,188.0,98.13,5,1
2024-09-01,2024,9,September,Ramanathapuram,99.68,29.82,6.6,3.84,243.06,5.82,280.32,1652417,25,89,11,8,133,1,SW_Monsoon,146.0,135.0,122.96,5,1
2024-10-01,2024,10,October,Ramanathapuram,336.9,30.49,6.34,23.77,184.15,7.27,479.59,2352175,31,101,15,6,153,1,NE_Monsoon,133.0,146.0,99.68,5,0
2024-11-01,2024,11,November,Ramanathapuram,111.23,26.35,6.47,7.06,543.31,6.76,668.11,896742,32,93,15,11,151,1,NE_Monsoon,153.0,133.0,336.9,5,0
2024-12-01,2024,12,December,Ramanathapuram,337.37,37.95,7.06,19.81,479.51,4.59,889.56,3251087,37,117,24,10,188,1,NE_Monsoon,151.0,153.0,111.23,5,0
2018-01-01,2018,1,January,Salem,5.41,29.92,7.85,7.53,205.02,5.17,1013.14,2821945,22,55,16,6,99,0,Winter,0.0,0.0,0.0,6,3
2018-02-01,2018,2,February,Salem,8.81,32.1,7.57,12.03,8.17,6.71,252.91,4968852,17,37,14,2,70,0,Winter,99.0,0.0,5.41,6,3
2018-03-01,2018,3,March,Salem,12.19,28.07,8.2,14.55,0.21,6.97,919.3,4406377,18,45,10,7,80,0,Summer,70.0,99.0,8.81,6,2
2018-04-01,2018,4,April,Salem,57.37,31.46,7.65,9.05,36.23,5.88,299.15,3254036,19,57,8,3,87,0,Summer,80.0,70.0,12.19,6,2
2018-05-01,2018,5,May,Salem,51.92,37.07,8.34,2.7,106.98,4.14,1055.17,1564367,17,39,8,3,67,0,Summer,87.0,80.0,57.37,6,2
2018-06-01,2018,6,June,Salem,77.48,33.07,6.76,17.56,326.26,7.37,814.5,4142891,23,58,19,8,108,0,SW_Monsoon,67.0,87.0,51.92,6,1
2018-07-01,2018,7,July,Salem,113.33,37.94,8.04,20.48,266.81,4.21,406.8,1016394,25,78,13,7,123,0,SW_Monsoon,108.0,67.0,77.48,6,1
2018-08-01,2018,8,August,Salem,128.03,35.56,6.54,4.84,331.83,7.08,244.86,1670933,31,81,17,9,138,1,SW_Monsoon,123.0,108.0,113.33,6,1
2018-09-01,2018,9,September,Salem,141.09,29.6,8.38,10.47,324.17,6.42,1097.53,4565011,28,79,12,10,129,1,SW_Monsoon,138.0,123.0,128.03,6,1
2018-10-01,2018,10,October,Salem,301.28,35.9,6.87,30.55,27.92,4.75,737.58,948934,28,86,16,5,135,1,NE_Monsoon,129.0,138.0,141.09,6,0
2018-11-01,2018,11,November,Salem,103.5,31.94,8.34,21.84,460.69,4.07,742.02,2985084,41,123,16,7,187,1,NE_Monsoon,135.0,129.0,301.28,6,0
2018-12-01,2018,12,December,Salem,225.81,34.71,7.32,6.14,363.02,4.86,1072.39,2031439,26,64,17,7,114,0,NE_Monsoon,187.0,135.0,103.5,6,0
2019-01-01,2019,1,January,Salem,39.48,27.54,8.05,13.23,274.11,6.51,654.96,674001,23,73,18,4,118,0,Winter,114.0,187.0,225.81,6,3
2019-02-01,2019,2,February,Salem,10.46,25.27,6.8,14.1,36.09,7.6,301.17,890732,13,40,8,2,63,0,Winter,118.0,114.0,39.48,6,3
2019-03-01,2019,3,March,Salem,40.16,27.3,7.84,14.08,35.5,8.33,793.58,1175899,13,51,6,6,76,0,Summer,63.0,118.0,10.46,6,2
2019-04-01,2019,4,April,Salem,46.74,25.48,7.36,13.18,262.13,6.57,1150.28,2788013,23,74,15,8,120,0,Summer,76.0,63.0,40.16,6,2
2019-05-01,2019,5,May,Salem,49.3,28.74,6.33,9.22,164.61,8.67,926.06,740346,25,64,8,6,103,0,Summer,120.0,76.0,46.74,6,2
2019-06-01,2019,6,June,Salem,115.74,37.7,7.98,3.62,326.94,4.85,647.35,512879,29,96,18,10,153,1,SW_Monsoon,103.0,120.0,49.3,6,1
2019-07-01,2019,7,July,Salem,95.66,30.26,8.42,9.8,108.46,5.22,657.76,2826168,25,80,12,5,122,0,SW_Monsoon,153.0,103.0,115.74,6,1
2019-08-01,2019,8,August,Salem,108.93,28.01,7.86,22.75,385.17,6.92,662.61,4497581,37,106,22,8,173,1,SW_Monsoon,122.0,153.0,95.66,6,1
2019-09-01,2019,9,September,Salem,150.59,25.77,6.61,12.44,34.41,4.98,1143.77,2150522,16,51,7,6,80,0,SW_Monsoon,173.0,122.0,108.93,6,1
2019-10-01,2019,10,October,Salem,275.6,33.22,8.47,9.66,376.35,4.26,313.65,552066,38,112,19,10,179,1,NE_Monsoon,80.0,173.0,150.59,6,0
2019-11-01,2019,11,November,Salem,281.88,25.61,7.55,21.88,112.4,8.4,395.0,4697739,20,49,14,5,88,0,NE_Monsoon,179.0,80.0,275.6,6,0
2019-12-01,2019,12,December,Salem,128.0,35.89,7.43,15.93,549.41,7.7,318.01,3419697,32,92,21,9,154,1,NE_Monsoon,88.0,179.0,281.88,6,0
2020-01-01,2020,1,January,Salem,39.38,37.25,7.53,9.01,14.09,4.31,387.35,3395018,19,63,9,5,96,0,Winter,154.0,88.0,128.0,6,3
2020-02-01,2020,2,February,Salem,5.87,34.22,8.24,1.74,126.02,5.02,766.52,893056,13,42,7,7,69,0,Winter,96.0,154.0,39.38,6,3
2020-03-01,2020,3,March,Salem,33.99,31.86,6.59,3.8,89.27,6.97,410.12,3795453,24,86,6,7,123,0,Summer,69.0,96.0,5.87,6,2
2020-04-01,2020,4,April,Salem,24.81,25.26,6.79,2.21,28.26,5.0,1199.85,1492206,13,49,4,2,68,0,Summer,123.0,69.0,33.99,6,2
2020-05-01,2020,5,May,Salem,51.32,26.93,6.37,11.49,112.71,8.6,850.26,2970562,24,84,7,8,123,0,Summer,68.0,123.0,24.81,6,2
2020-06-01,2020,6,June,Salem,100.23,24.72,7.34,4.01,168.41,5.75,972.84,2373200,21,54,16,3,94,0,SW_Monsoon,123.0,68.0,51.32,6,1
2020-07-01,2020,7,July,Salem,138.06,29.06,7.13,19.65,159.3,4.24,376.44,4043525,25,71,17,9,122,0,SW_Monsoon,94.0,123.0,100.23,6,1
2020-08-01,2020,8,August,Salem,151.13,31.76,6.6,9.83,354.12,7.22,850.72,794358,36,103,13,7,159,1,SW_Monsoon,122.0,94.0,138.06,6,1
2020-09-01,2020,9,September,Salem,132.92,31.0,7.15,5.06,78.76,4.05,291.43,1350712,19,57,13,3,92,0,SW_Monsoon,159.0,122.0,151.13,6,1
2020-10-01,2020,10,October,Salem,200.08,31.7,7.63,21.77,468.32,5.08,320.48,1160501,38,113,17,11,179,1,NE_Monsoon,92.0,159.0,132.92,6,0
2020-11-01,2020,11,November,Salem,345.36,25.36,6.9,21.0,196.0,8.64,265.63,3006976,40,124,18,9,191,1,NE_Monsoon,179.0,92.0,200.08,6,0
2020-12-01,2020,12,December,Salem,255.48,32.5,8.15,18.05,450.16,6.54,262.44,2562624,38,112,22,8,180,1,NE_Monsoon,191.0,179.0,345.36,6,0
2021-01-01,2021,1,January,Salem,9.68,28.24,7.91,15.46,201.0,8.96,898.34,4046434,23,67,15,5,110,0,Winter,180.0,191.0,255.48,6,3
2021-02-01,2021,2,February,Salem,22.13,34.96,7.22,8.18,217.81,5.91,643.13,1157191,29,87,9,9,134,1,Winter,110.0,180.0,9.68,6,3
2021-03-01,2021,3,March,Salem,41.89,27.77,6.84,14.99,202.59,6.89,847.72,511017,22,75,8,7,112,0,Summer,134.0,110.0,22.13,6,2
2021-04-01,2021,4,April,Salem,24.77,25.14,6.64,15.25,114.44,6.33,252.71,2462160,22,54,13,7,96,0,Summer,112.0,134.0,41.89,6,2
2021-05-01,2021,5,May,Salem,18.37,34.43,6.59,3.69,129.0,5.43,447.46,3533932,20,56,12,6,94,0,Summer,96.0,112.0,24.77,6,2
2021-06-01,2021,6,June,Salem,142.52,36.15,7.15,17.11,112.67,9.0,375.33,1998118,23,60,18,9,110,0,SW_Monsoon,94.0,96.0,18.37,6,1
2021-07-01,2021,7,July,Salem,156.84,31.57,7.25,22.75,282.92,4.32,665.73,545712,28,95,19,6,148,1,SW_Monsoon,110.0,94.0,142.52,6,1
2021-08-01,2021,8,August,Salem,143.02,33.3,6.98,22.53,383.13,5.05,239.42,2664452,47,142,18,11,218,1,SW_Monsoon,148.0,110.0,156.84,6,1
2021-09-01,2021,9,September,Salem,113.01,24.39,6.77,11.68,263.97,6.79,942.64,2518852,29,100,17,4,150,1,SW_Monsoon,218.0,148.0,143.02,6,1
2021-10-01,2021,10,October,Salem,281.82,32.87,6.52,15.07,314.41,8.25,643.65,3843867,33,108,14,9,164,1,NE_Monsoon,150.0,218.0,113.01,6,0
2021-11-01,2021,11,November,Salem,340.05,33.24,7.4,2.32,231.69,5.5,948.11,3371083,27,81,19,6,133,1,NE_Monsoon,164.0,150.0,281.82,6,0
2021-12-01,2021,12,December,Salem,321.48,34.85,7.89,25.84,150.87,8.44,337.3,2253313,29,95,16,7,147,1,NE_Monsoon,133.0,164.0,340.05,6,0
2022-01-01,2022,1,January,Salem,26.3,34.98,7.33,3.55,205.73,5.26,690.81,3416933,22,73,16,4,115,0,Winter,147.0,133.0,321.48,6,3
2022-02-01,2022,2,February,Salem,11.94,31.41,6.82,1.12,202.39,4.16,795.28,1063889,23,61,7,5,96,0,Winter,115.0,147.0,26.3,6,3
2022-03-01,2022,3,March,Salem,35.34,35.78,8.49,7.34,89.68,8.53,391.24,1335544,25,65,9,4,103,0,Summer,96.0,115.0,11.94,6,2
2022-04-01,2022,4,April,Salem,59.0,33.68,8.23,15.21,136.29,7.51,1051.97,1520346,16,37,14,5,72,0,Summer,103.0,96.0,35.34,6,2
2022-05-01,2022,5,May,Salem,29.7,35.15,7.46,10.68,211.06,7.11,740.08,4797255,21,68,11,6,106,0,Summer,72.0,103.0,59.0,6,2
2022-06-01,2022,6,June,Salem,157.04,25.57,6.82,12.43,351.43,4.82,476.95,921001,34,85,12,9,140,1,SW_Monsoon,106.0,72.0,29.7,6,1
2022-07-01,2022,7,July,Salem,104.37,36.48,7.15,4.51,220.21,8.81,807.69,4646118,30,82,11,7,130,1,SW_Monsoon,140.0,106.0,157.04,6,1
2022-08-01,2022,8,August,Salem,137.15,36.81,8.17,16.78,21.98,7.91,1045.51,1591014,15,38,15,5,73,0,SW_Monsoon,130.0,140.0,104.37,6,1
2022-09-01,2022,9,September,Salem,133.72,32.78,7.28,23.08,283.99,8.54,929.77,1068933,30,75,20,11,136,1,SW_Monsoon,73.0,130.0,137.15,6,1
2022-10-01,2022,10,October,Salem,128.88,28.57,6.71,29.73,486.06,6.5,261.34,2067043,31,100,20,12,163,1,NE_Monsoon,136.0,73.0,133.72,6,0
2022-11-01,2022,11,November,Salem,167.15,30.93,6.4,18.6,281.56,4.72,642.07,1016576,28,87,12,9,136,1,NE_Monsoon,163.0,136.0,128.88,6,0
2022-12-01,2022,12,December,Salem,164.68,24.36,6.86,18.44,0.9,5.42,1081.41,2393884,18,61,10,5,94,0,NE_Monsoon,136.0,163.0,167.15,6,0
2023-01-01,2023,1,January,Salem,24.59,33.76,7.49,6.67,117.67,6.81,205.86,2153005,13,46,14,6,79,0,Winter,94.0,136.0,164.68,6,3
2023-02-01,2023,2,February,Salem,25.69,36.96,7.36,10.86,255.53,8.37,701.82,1128373,31,88,10,9,138,1,Winter,79.0,94.0,24.59,6,3
2023-03-01,2023,3,March,Salem,15.51,35.07,7.24,5.39,107.53,8.27,949.0,4069199,26,89,6,3,124,0,Summer,138.0,79.0,25.69,6,2
2023-04-01,2023,4,April,Salem,35.29,37.22,6.69,8.71,132.92,5.29,1018.59,4895223,24,79,17,3,123,0,Summer,124.0,138.0,15.51,6,2
2023-05-01,2023,5,May,Salem,18.63,24.51,6.43,11.87,55.91,5.86,701.7,4188498,16,62,10,7,95,0,Summer,123.0,124.0,35.29,6,2
2023-06-01,2023,6,June,Salem,137.95,34.74,8.44,7.72,29.87,5.73,943.29,3127014,16,34,7,2,59,0,SW_Monsoon,95.0,123.0,18.63,6,1
2023-07-01,2023,7,July,Salem,123.94,28.73,8.29,14.59,35.87,6.25,956.36,2298954,15,55,9,5,84,0,SW_Monsoon,59.0,95.0,137.95,6,1
2023-08-01,2023,8,August,Salem,149.63,33.6,8.18,3.22,363.3,5.6,378.33,1595589,25,70,11,6,112,0,SW_Monsoon,84.0,59.0,123.94,6,1
2023-09-01,2023,9,September,Salem,95.9,35.32,7.09,19.35,128.42,4.36,1132.64,585395,17,60,12,8,97,0,SW_Monsoon,112.0,84.0,149.63,6,1
2023-10-01,2023,10,October,Salem,110.41,35.63,7.51,20.07,292.97,8.37,243.43,3775072,26,64,16,6,112,0,NE_Monsoon,97.0,112.0,95.9,6,0
2023-11-01,2023,11,November,Salem,104.03,29.22,7.01,18.12,40.73,7.95,417.78,1981257,25,85,9,3,122,0,NE_Monsoon,112.0,97.0,110.41,6,0
2023-12-01,2023,12,December,Salem,188.88,35.32,6.88,18.96,417.42,5.89,502.77,2053185,38,104,18,11,171,1,NE_Monsoon,122.0,112.0,104.03,6,0
2024-01-01,2024,1,January,Salem,18.45,27.18,6.98,8.37,122.83,5.09,330.45,4189638,15,47,12,6,80,0,Winter,171.0,122.0,188.88,6,3
2024-02-01,2024,2,February,Salem,37.52,36.42,8.24,12.14,9.84,6.88,986.58,4178588,17,64,7,4,92,0,Winter,80.0,171.0,18.45,6,3
2024-03-01,2024,3,March,Salem,56.34,28.82,6.57,9.36,264.26,4.02,438.12,4570081,26,80,17,7,130,1,Summer,92.0,80.0,37.52,6,2
2024-04-01,2024,4,April,Salem,40.16,35.95,7.9,14.21,121.49,7.74,1199.75,1882212,21,56,14,6,97,0,Summer,130.0,92.0,56.34,6,2
2024-05-01,2024,5,May,Salem,29.73,35.72,7.52,15.99,80.32,5.4,359.75,504677,15,40,16,8,79,0,Summer,97.0,130.0,40.16,6,2
2024-06-01,2024,6,June,Salem,112.01,32.55,6.81,7.75,214.76,8.03,249.86,1117423,27,74,13,8,122,0,SW_Monsoon,79.0,97.0,29.73,6,1
2024-07-01,2024,7,July,Salem,91.27,32.23,6.52,10.92,231.98,6.99,474.41,4775542,35,101,9,5,150,1,SW_Monsoon,122.0,79.0,112.01,6,1
2024-08-01,2024,8,August,Salem,101.03,28.66,6.49,3.63,289.11,5.3,454.66,1136438,29,87,9,5,130,1,SW_Monsoon,150.0,122.0,91.27,6,1
2024-09-01,2024,9,September,Salem,65.71,25.55,6.7,11.79,181.97,8.0,939.47,2806569,29,88,12,8,137,1,SW_Monsoon,130.0,150.0,101.03,6,1
2024-10-01,2024,10,October,Salem,113.02,24.18,8.03,16.11,73.29,5.18,1132.5,1049656,20,68,16,4,108,0,NE_Monsoon,137.0,130.0,65.71,6,0
2024-11-01,2024,11,November,Salem,343.81,37.52,6.7,26.26,110.46,5.07,876.09,3524628,25,72,16,9,122,0,NE_Monsoon,108.0,137.0,113.02,6,0
2024-12-01,2024,12,December,Salem,329.63,36.66,6.56,12.75,346.71,4.8,1168.02,3449908,34,94,15,8,151,1,NE_Monsoon,122.0,108.0,343.81,6,0
2018-01-01,2018,1,January,Thanjavur,5.55,30.12,8.23,1.59,53.51,5.55,931.72,545475,13,38,10,2,63,0,Winter,0.0,0.0,0.0,7,3
2018-02-01,2018,2,February,Thanjavur,21.66,28.55,7.84,13.22,50.85,5.85,1101.94,727189,18,61,9,7,95,0,Winter,63.0,0.0,5.55,7,3
2018-03-01,2018,3,March,Thanjavur,37.49,33.25,6.38,9.08,198.61,4.84,980.63,2141232,22,65,16,6,109,0,Summer,95.0,63.0,21.66,7,2
2018-04-01,2018,4,April,Thanjavur,46.75,25.44,7.38,8.54,103.4,8.66,1027.51,2682926,24,62,6,3,95,0,Summer,109.0,95.0,37.49,7,2
2018-05-01,2018,5,May,Thanjavur,45.09,36.06,6.83,13.07,54.67,5.73,535.61,542291,13,42,13,3,71,0,Summer,95.0,109.0,46.75,7,2
2018-06-01,2018,6,June,Thanjavur,91.2,30.76,7.37,10.03,380.76,4.08,982.17,3387757,29,99,18,9,155,1,SW_Monsoon,71.0,95.0,45.09,7,1
2018-07-01,2018,7,July,Thanjavur,115.9,31.02,7.82,13.38,227.11,6.15,508.83,2973199,26,80,19,4,129,1,SW_Monsoon,155.0,71.0,91.2,7,1
2018-08-01,2018,8,August,Thanjavur,75.73,28.34,6.87,21.07,282.54,7.98,450.47,3932207,30,91,14,8,143,1,SW_Monsoon,129.0,155.0,115.9,7,1
2018-09-01,2018,9,September,Thanjavur,78.69,24.28,7.1,5.56,172.9,8.67,630.54,4929723,20,69,7,8,104,0,SW_Monsoon,143.0,129.0,75.73,7,1
2018-10-01,2018,10,October,Thanjavur,120.98,28.67,7.76,3.79,115.02,5.91,1182.05,4608502,14,50,13,6,83,0,NE_Monsoon,104.0,143.0,78.69,7,0
2018-11-01,2018,11,November,Thanjavur,169.46,27.87,7.19,31.4,37.8,6.59,379.36,4407129,24,61,9,5,99,0,NE_Monsoon,83.0,104.0,120.98,7,0
2018-12-01,2018,12,December,Thanjavur,245.55,26.86,7.4,3.85,339.07,6.58,940.16,2013083,30,95,20,7,152,1,NE_Monsoon,99.0,83.0,169.46,7,0
2019-01-01,2019,1,January,Thanjavur,37.74,26.41,8.33,1.84,120.5,7.48,658.02,1781506,16,35,10,4,65,0,Winter,152.0,99.0,245.55,7,3
2019-02-01,2019,2,February,Thanjavur,25.53,31.89,7.24,11.02,163.4,6.63,449.52,780833,19,61,17,3,100,0,Winter,65.0,152.0,37.74,7,3
2019-03-01,2019,3,March,Thanjavur,13.52,37.23,7.89,14.22,56.74,6.94,901.14,2322744,13,42,10,3,68,0,Summer,100.0,65.0,25.53,7,2
2019-04-01,2019,4,April,Thanjavur,34.81,37.16,6.71,11.83,172.83,7.7,414.67,4502981,17,63,14,5,99,0,Summer,68.0,100.0,13.52,7,2
2019-05-01,2019,5,May,Thanjavur,10.09,34.48,8.3,7.4,72.44,6.17,923.45,1223858,13,36,14,2,65,0,Summer,99.0,68.0,34.81,7,2
2019-06-01,2019,6,June,Thanjavur,84.2,34.0,6.41,5.74,368.54,7.69,213.75,1914718,28,78,12,7,125,0,SW_Monsoon,65.0,99.0,10.09,7,1
2019-07-01,2019,7,July,Thanjavur,105.89,34.26,7.6,16.54,34.08,8.76,1038.49,2230085,18,66,14,8,106,0,SW_Monsoon,125.0,65.0,84.2,7,1
2019-08-01,2019,8,August,Thanjavur,99.74,31.19,6.78,23.72,122.43,7.85,627.5,2495141,28,84,9,9,130,1,SW_Monsoon,106.0,125.0,105.89,7,1
2019-09-01,2019,9,September,Thanjavur,145.98,24.49,8.01,10.58,366.96,7.19,1033.64,4300315,33,99,13,11,156,1,SW_Monsoon,130.0,106.0,99.74,7,1
2019-10-01,2019,10,October,Thanjavur,296.27,32.38,6.66,19.54,228.27,6.35,228.31,4988155,29,73,17,7,126,1,NE_Monsoon,156.0,130.0,145.98,7,0
2019-11-01,2019,11,November,Thanjavur,202.19,36.94,6.46,17.3,440.45,8.71,946.78,1858126,39,102,19,8,168,1,NE_Monsoon,126.0,156.0,296.27,7,0
2019-12-01,2019,12,December,Thanjavur,177.45,27.5,7.38,17.88,199.86,5.77,1028.56,1489336,30,78,13,10,131,1,NE_Monsoon,168.0,126.0,202.19,7,0
2020-01-01,2020,1,January,Thanjavur,24.49,31.08,8.36,14.12,28.72,5.96,753.37,2663349,16,43,11,2,72,0,Winter,131.0,168.0,177.45,7,3
2020-02-01,2020,2,February,Thanjavur,23.96,30.47,7.15,1.0,82.86,6.3,611.09,3034957,16,46,5,6,73,0,Winter,72.0,131.0,24.49,7,3
2020-03-01,2020,3,March,Thanjavur,44.53,34.25,7.38,3.25,23.4,4.1,365.75,1490121,20,55,7,5,87,0,Summer,73.0,72.0,23.96,7,2
2020-04-01,2020,4,April,Thanjavur,11.51,26.97,6.92,3.34,68.24,5.34,535.67,4272827,19,71,12,1,103,0,Summer,87.0,73.0,44.53,7,2
2020-05-01,2020,5,May,Thanjavur,28.59,31.57,7.8,11.47,48.07,6.5,611.96,2903233,11,40,12,3,66,0,Summer,103.0,87.0,11.51,7,2
2020-06-01,2020,6,June,Thanjavur,111.23,25.6,7.96,16.68,324.65,8.76,976.49,536413,36,116,13,9,174,1,SW_Monsoon,66.0,103.0,28.59,7,1
2020-07-01,2020,7,July,Thanjavur,122.84,33.64,6.78,1.43,303.85,6.68,1036.12,1837768,24,78,18,10,130,1,SW_Monsoon,174.0,66.0,111.23,7,1
2020-08-01,2020,8,August,Thanjavur,111.06,35.49,7.13,12.24,5.61,6.05,847.77,1993551,19,64,11,5,99,0,SW_Monsoon,130.0,174.0,122.84,7,1
2020-09-01,2020,9,September,Thanjavur,78.17,34.4,8.15,13.64,412.32,6.25,713.37,4522261,38,105,15,8,166,1,SW_Monsoon,99.0,130.0,111.06,7,1
2020-10-01,2020,10,October,Thanjavur,117.5,34.21,7.6,23.08,209.71,5.85,245.32,1941246,36,119,12,10,177,1,NE_Monsoon,166.0,99.0,78.17,7,0
2020-11-01,2020,11,November,Thanjavur,310.58,29.23,7.65,4.5,58.06,4.24,781.02,1744360,20,61,13,4,98,0,NE_Monsoon,177.0,166.0,117.5,7,0
2020-12-01,2020,12,December,Thanjavur,289.63,24.2,6.68,23.28,216.51,7.31,546.96,1058981,28,83,18,8,137,1,NE_Monsoon,98.0,177.0,310.58,7,0
2021-01-01,2021,1,January,Thanjavur,28.82,34.84,8.16,9.03,212.31,5.53,614.97,3138439,25,72,10,9,116,0,Winter,137.0,98.0,289.63,7,3
2021-02-01,2021,2,February,Thanjavur,52.78,34.14,7.92,9.28,163.71,4.67,643.86,2482847,26,76,10,8,120,0,Winter,116.0,137.0,28.82,7,3
2021-03-01,2021,3,March,Thanjavur,46.15,27.15,7.42,13.35,129.67,5.39,854.71,4636725,17,51,10,8,86,0,Summer,120.0,116.0,52.78,7,2
2021-04-01,2021,4,April,Thanjavur,48.27,34.83,7.92,3.09,60.82,6.32,464.0,1700532,17,64,12,7,100,0,Summer,86.0,120.0,46.15,7,2
2021-05-01,2021,5,May,Thanjavur,41.68,28.52,8.27,14.3,91.08,8.5,1196.16,2980017,25,60,11,7,103,0,Summer,100.0,86.0,48.27,7,2
