date,year,month,month_name,district,rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,population,cholera_cases,diarrhea_cases,typhoid_cases,hepatitis_a_cases,total_disease_cases,outbreak_alert
2022-05-01,2022,5,May,Tiruchirappalli,33.7,30.63,7.61,21.85,330.95,6.17,1019.43,4644111,51,201,44,20,316,1
2022-06-01,2022,6,June,Tiruchirappalli,85.65,33.36,8.18,6.38,528.07,8.27,1114.34,2004329,66,234,46,26,372,1
2022-07-01,2022,7,July,Tiruchirappalli,197.96,36.95,8.01,11.46,531.05,6.04,526.77,3612734,81,309,45,25,460,1
2022-08-01,2022,8,August,Tiruchirappalli,138.18,28.97,6.94,31.37,417.03,4.12,630.18,537361,79,303,41,21,444,1
2022-09-01,2022,9,September,Tiruchirappalli,152.72,31.98,6.32,5.68,404.66,5.04,704.07,1805927,75,262,39,22,398,1
2022-10-01,2022,10,October,Tiruchirappalli,176.53,30.9,6.57,44.06,142.67,6.44,564.12,3568929,64,251,37,21,373,1
2022-11-01,2022,11,November,Tiruchirappalli,371.94,24.57,8.3,37.79,267.81,7.95,231.21,794957,69,256,50,26,401,1
2022-12-01,2022,12,December,Tiruchirappalli,151.35,33.36,8.44,28.01,107.93,5.6,1067.64,1127915,56,223,31,16,326,1
2023-01-01,2023,1,January,Tiruchirappalli,62.0,33.26,6.74,3.35,288.08,6.77,388.39,4429268,45,166,34,16,261,1
2023-02-01,2023,2,February,Tiruchirappalli,28.8,33.16,7.43,23.66,198.14,7.47,689.32,4182796,45,165,34,19,263,1
2023-03-01,2023,3,March,Tiruchirappalli,57.29,34.88,7.48,16.5,6.76,4.81,1184.91,3502083,32,124,30,13,199,1
2023-04-01,2023,4,April,Tiruchirappalli,59.42,27.28,6.82,16.71,195.04,4.97,931.68,1251240,55,207,36,13,311,1
2023-05-01,2023,5,May,Tiruchirappalli,46.34,28.17,7.17,8.16,131.51,4.82,562.77,4740012,42,165,27,14,248,1
2023-06-01,2023,6,June,Tiruchirappalli,198.45,31.86,7.78,11.45,61.58,8.88,486.26,548926,46,174,28,12,260,1
2023-07-01,2023,7,July,Tiruchirappalli,177.51,25.8,6.24,22.82,195.9,7.13,350.54,1745749,52,192,33,16,293,1
2023-08-01,2023,8,August,Tiruchirappalli,160.35,37.59,6.6,19.93,275.72,6.23,454.15,4434740,59,223,45,20,347,1
2023-09-01,2023,9,September,Tiruchirappalli,115.86,26.7,6.47,20.53,288.51,4.94,853.14,696211,56,210,32,18,316,1
2023-10-01,2023,10,October,Tiruchirappalli,227.41,33.29,7.73,14.16,414.09,4.97,410.37,1626018,71,276,47,20,414,1
2023-11-01,2023,11,November,Tiruchirappalli,158.79,36.77,7.98,21.27,678.25,8.78,972.09,2967286,100,353,55,31,539,1
2023-12-01,2023,12,December,Tiruchirappalli,179.07,31.51,7.21,13.37,543.6,8.36,1198.9,1964123,90,343,48,24,505,1
2024-01-01,2024,1,January,Tiruchirappalli,79.74,35.84,7.61,1.96,450.72,6.79,1068.48,2410155,68,244,36,17,365,1
2024-02-01,2024,2,February,Tiruchirappalli,67.25,24.54,8.2,13.31,199.13,6.49,867.42,4995433,52,184,35,12,283,1
2024-03-01,2024,3,March,Tiruchirappalli,13.79,34.16,6.39,18.19,124.81,8.39,1013.15,3931543,51,184,32,17,284,1
2024-04-01,2024,4,April,Tiruchirappalli,37.81,28.72,7.51,21.67,39.17,4.36,1050.32,3869415,35,123,25,9,192,1
2024-05-01,2024,5,May,Tiruchirappalli,29.34,35.09,6.72,17.36,126.81,8.42,761.48,2161127,47,176,31,17,271,1
2024-06-01,2024,6,June,Tiruchirappalli,172.36,30.84,6.98,18.44,486.43,7.92,524.61,2459129,75,277,49,22,423,1
2024-07-01,2024,7,July,Tiruchirappalli,122.58,32.58,7.55,18.39,416.31,5.3,284.65,1062834,78,283,38,23,422,1
2024-08-01,2024,8,August,Tiruchirappalli,174.68,28.91,7.13,13.58,124.72,4.31,790.92,4517641,55,197,26,14,292,1
2024-09-01,2024,9,September,Tiruchirappalli,108.61,37.19,7.59,4.58,372.24,6.5,1055.59,2132748,71,260,37,21,389,1
2024-10-01,2024,10,October,Tiruchirappalli,293.41,35.5,6.27,29.05,314.63,5.46,592.59,1469738,89,316,46,22,473,1
2024-11-01,2024,11,November,Tiruchirappalli,241.79,31.59,6.54,34.04,7.52,4.84,780.8,3194991,47,179,30,17,273,1
2024-12-01,2024,12,December,Tiruchirappalli,330.03,33.46,7.82,22.93,344.64,5.11,1024.63,4486464,67,242,47,25,381,1
2018-01-01,2018,1,January,Vellore,60.74,36.53,6.47,24.77,104.7,4.06,1197.42,717767,41,163,27,18,249,1
2018-02-01,2018,2,February,Vellore,32.41,33.38,6.63,16.0,168.23,5.06,513.18,3763647,51,193,29,16,289,1
2018-03-01,2018,3,March,Vellore,32.44,34.42,8.43,11.51,430.52,6.83,357.24,1427281,67,242,37,19,365,1
2018-04-01,2018,4,April,Vellore,17.89,32.08,6.29,13.66,443.18,8.19,1082.78,1246470,70,273,42,20,405,1
2018-05-01,2018,5,May,Vellore,11.67,30.3,6.97,11.52,131.35,4.82,889.14,4362230,31,116,25,10,182,1
2018-06-01,2018,6,June,Vellore,173.48,24.28,8.25,19.06,527.74,8.04,389.85,3923604,89,319,52,26,486,1
2018-07-01,2018,7,July,Vellore,84.6,32.7,7.99,16.91,232.38,5.39,842.8,2807278,65,241,37,16,359,1
2018-08-01,2018,8,August,Vellore,198.36,31.18,8.35,17.61,189.53,5.33,1129.51,2954082,52,196,37,16,301,1
2018-09-01,2018,9,September,Vellore,91.24,34.75,7.92,11.03,199.06,8.19,272.36,1555608,43,153,38,19,253,1
2018-10-01,2018,10,October,Vellore,181.71,30.47,8.14,40.57,238.18,7.56,299.99,1972077,80,287,40,24,431,1
2018-11-01,2018,11,November,Vellore,157.76,31.76,7.95,25.01,756.71,4.17,566.75,3688027,99,361,58,34,552,1
2018-12-01,2018,12,December,Vellore,205.81,36.91,7.18,44.37,498.65,8.65,205.35,1324341,94,336,56,33,519,1
2019-01-01,2019,1,January,Vellore,39.72,37.07,7.45,13.66,70.56,4.0,1010.14,4955237,45,183,25,13,266,1
2019-02-01,2019,2,February,Vellore,50.59,26.28,7.75,4.2,402.93,8.95,577.39,763356,49,174,39,18,280,1
2019-03-01,2019,3,March,Vellore,58.17,25.79,7.18,6.93,374.19,5.31,1081.72,4286065,61,228,38,18,345,1
2019-04-01,2019,4,April,Vellore,37.41,33.99,7.72,15.99,141.27,5.89,302.95,1671758,44,182,30,11,267,1
2019-05-01,2019,5,May,Vellore,30.9,36.93,6.73,18.99,315.28,7.75,637.35,4796841,63,223,42,19,347,1
2019-06-01,2019,6,June,Vellore,81.56,37.23,7.33,11.97,600.74,4.12,781.42,948402,72,255,53,25,405,1
2019-07-01,2019,7,July,Vellore,192.07,26.85,6.54,28.0,442.6,4.93,469.36,522551,81,295,46,25,447,1
2019-08-01,2019,8,August,Vellore,198.89,27.47,7.36,27.65,155.5,6.08,815.09,3589809,56,200,40,17,313,1
2019-09-01,2019,9,September,Vellore,154.92,33.15,6.36,20.99,619.6,6.7,915.27,893781,97,350,50,27,524,1
2019-10-01,2019,10,October,Vellore,233.99,31.85,6.42,10.46,372.12,5.03,1076.56,857054,68,242,42,23,375,1
2019-11-01,2019,11,November,Vellore,359.64,30.6,7.15,12.02,656.99,4.66,880.24,3335148,96,357,52,32,537,1
2019-12-01,2019,12,December,Vellore,378.2,25.66,7.69,12.6,752.9,6.56,335.24,3416585,106,378,62,30,576,1
2020-01-01,2020,1,January,Vellore,23.77,24.77,6.66,1.22,313.63,5.58,1173.14,2036201,44,162,32,13,251,1
2020-02-01,2020,2,February,Vellore,68.74,24.45,8.36,22.41,267.76,6.72,853.78,1922771,54,208,35,19,316,1
2020-03-01,2020,3,March,Vellore,62.27,25.31,7.38,14.54,247.08,7.66,583.79,1342606,57,214,28,13,312,1
2020-04-01,2020,4,April,Vellore,29.27,25.05,7.83,12.59,448.25,8.91,599.11,1192019,57,217,36,23,333,1
2020-05-01,2020,5,May,Vellore,63.13,30.7,6.3,8.43,146.15,8.06,287.58,4742895,45,167,25,16,253,1
2020-06-01,2020,6,June,Vellore,85.92,24.03,6.76,22.53,78.82,4.57,610.96,3496038,42,166,29,12,249,1
2020-07-01,2020,7,July,Vellore,117.69,32.87,6.44,20.91,61.78,4.47,928.18,4880268,58,208,25,17,308,1
2020-08-01,2020,8,August,Vellore,93.58,28.92,8.5,29.03,31.41,6.82,847.82,2863304,35,145,33,16,229,1
2020-09-01,2020,9,September,Vellore,159.62,28.84,6.59,3.76,450.64,7.92,1026.45,4895102,80,290,45,23,438,1
2020-10-01,2020,10,October,Vellore,369.72,28.41,6.5,22.04,538.48,4.15,474.9,3141436,92,326,58,30,506,1
2020-11-01,2020,11,November,Vellore,309.26,26.26,8.28,24.1,138.37,8.61,957.47,4754284,68,242,33,16,359,1
2020-12-01,2020,12,December,Vellore,261.8,28.34,7.31,15.76,755.07,5.49,859.76,1631614,105,387,63,29,584,1
2021-01-01,2021,1,January,Vellore,49.19,37.46,7.64,7.23,146.2,7.53,935.44,3772145,52,198,34,11,295,1
2021-02-01,2021,2,February,Vellore,38.33,24.87,8.09,3.22,337.0,4.28,872.86,2149379,47,186,35,14,282,1
2021-03-01,2021,3,March,Vellore,66.23,27.81,7.86,5.95,124.93,5.68,789.16,4812946,35,141,28,15,219,1
2021-04-01,2021,4,April,Vellore,66.43,28.95,7.68,6.9,54.64,7.97,298.97,3790633,34,135,19,8,196,1
2021-05-01,2021,5,May,Vellore,12.87,33.87,7.24,3.42,353.76,4.16,1070.2,2040856,52,193,30,16,291,1
2021-06-01,2021,6,June,Vellore,120.36,27.28,7.31,18.52,410.65,5.29,1148.65,2878772,80,281,47,24,432,1
2021-07-01,2021,7,July,Vellore,120.0,30.29,7.51,14.89,269.65,7.66,885.88,2528217,67,243,40,19,369,1
2021-08-01,2021,8,August,Vellore,194.17,29.06,7.99,24.35,580.43,6.24,730.47,3796581,74,280,52,28,434,1
2021-09-01,2021,9,September,Vellore,133.2,32.2,8.44,17.91,588.46,4.42,391.05,1277150,92,347,54,26,519,1
2021-10-01,2021,10,October,Vellore,247.21,24.66,8.04,27.91,178.69,6.47,942.31,4281876,65,242,37,17,361,1
2021-11-01,2021,11,November,Vellore,154.52,30.76,6.96,33.78,281.48,8.13,794.95,4471183,63,240,47,24,374,1
2021-12-01,2021,12,December,Vellore,313.74,27.97,6.2,7.28,840.25,8.34,433.61,4915880,107,378,59,32,576,1
2022-01-01,2022,1,January,Vellore,57.7,24.89,7.11,24.13,269.49,5.44,320.27,2232329,58,208,31,18,315,1
2022-02-01,2022,2,February,Vellore,11.55,28.25,8.32,8.7,126.13,6.67,1023.8,1056831,37,131,30,10,208,1
2022-03-01,2022,3,March,Vellore,36.95,29.63,8.0,24.11,63.33,6.1,680.94,4869246,40,168,33,10,251,1
2022-04-01,2022,4,April,Vellore,67.12,35.24,7.32,8.16,319.05,5.44,436.01,697170,54,213,37,15,319,1
2022-05-01,2022,5,May,Vellore,10.13,27.13,6.98,24.78,261.77,5.02,534.82,1485979,59,211,30,15,315,1
2022-06-01,2022,6,June,Vellore,120.2,26.9,7.07,11.18,440.25,5.45,777.2,4318362,61,217,45,22,345,1
2022-07-01,2022,7,July,Vellore,172.52,30.09,8.38,15.89,568.71,8.05,1180.99,3792239,77,280,44,26,427,1
2022-08-01,2022,8,August,Vellore,92.74,33.64,8.45,23.97,603.67,8.02,363.11,795182,81,307,56,26,470,1
2022-09-01,2022,9,September,Vellore,95.1,32.25,7.41,7.63,293.71,7.98,790.43,4920605,57,220,31,16,324,1
2022-10-01,2022,10,October,Vellore,327.54,33.48,6.26,19.59,299.66,7.35,416.14,4915972,59,225,44,22,350,1
2022-11-01,2022,11,November,Vellore,350.75,34.03,6.67,12.48,896.48,4.52,380.66,2332760,109,404,71,34,618,1
2022-12-01,2022,12,December,Vellore,375.38,24.49,6.94,27.58,544.32,6.4,1015.67,1454227,96,346,55,29,526,1
2023-01-01,2023,1,January,Vellore,51.23,31.29,7.91,13.23,211.22,5.99,226.45,2684847,51,195,29,14,289,1
2023-02-01,2023,2,February,Vellore,18.93,36.65,7.75,22.54,223.58,6.18,984.54,2418715,58,231,38,19,346,1
2023-03-01,2023,3,March,Vellore,11.98,35.6,8.01,7.22,354.34,5.07,240.33,3007413,50,190,34,17,291,1
2023-04-01,2023,4,April,Vellore,53.15,37.8,7.67,21.65,472.89,8.65,581.42,2806648,89,337,44,27,497,1
2023-05-01,2023,5,May,Vellore,22.93,28.78,7.45,18.08,105.46,7.36,904.26,622772,44,168,28,14,254,1
2023-06-01,2023,6,June,Vellore,176.37,30.05,8.01,15.73,611.63,6.43,662.62,973818,78,293,46,30,447,1
2023-07-01,2023,7,July,Vellore,85.41,34.24,8.21,4.36,283.6,8.81,1034.14,4160880,49,189,39,14,291,1
2023-08-01,2023,8,August,Vellore,143.7,24.72,6.56,26.66,86.19,5.17,653.37,3886243,49,179,26,16,270,1
2023-09-01,2023,9,September,Vellore,133.86,24.88,7.29,22.8,395.01,6.69,668.82,3906433,67,257,39,24,387,1
2023-10-01,2023,10,October,Vellore,255.86,31.21,6.59,30.44,767.28,5.29,691.51,4442571,124,458,60,36,678,1
2023-11-01,2023,11,November,Vellore,301.5,25.25,8.41,32.72,709.34,7.52,789.73,3480858,107,378,59,34,578,1
2023-12-01,2023,12,December,Vellore,382.88,32.17,7.44,21.43,188.36,4.02,441.51,1897955,82,289,41,19,431,1
2024-01-01,2024,1,January,Vellore,19.35,24.67,7.98,14.7,380.35,4.75,771.83,988633,52,208,36,19,315,1
2024-02-01,2024,2,February,Vellore,31.6,25.82,6.66,15.1,32.02,8.31,1161.5,3307501,28,124,22,13,187,1
2024-03-01,2024,3,March,Vellore,15.03,34.46,6.32,14.03,130.03,6.94,461.33,3003821,54,189,25,16,284,1
2024-04-01,2024,4,April,Vellore,72.75,32.91,7.88,23.03,455.94,7.69,397.82,3296175,72,264,47,20,403,1
2024-05-01,2024,5,May,Vellore,47.29,32.94,8.39,3.43,154.42,7.06,1164.05,3450161,34,131,30,12,207,1
2024-06-01,2024,6,June,Vellore,164.59,25.19,7.7,21.69,621.54,4.02,447.93,745256,83,302,56,27,468,1
2024-07-01,2024,7,July,Vellore,96.41,34.7,6.24,30.45,56.18,8.0,1098.62,1743517,43,151,30,16,240,1
2024-08-01,2024,8,August,Vellore,96.72,24.31,8.2,18.59,395.67,8.63,865.12,4391386,65,247,40,21,373,1
2024-09-01,2024,9,September,Vellore,190.75,36.38,7.24,28.04,31.46,4.74,613.97,4666932,53,199,32,17,301,1
2024-10-01,2024,10,October,Vellore,263.08,29.94,6.56,20.22,483.68,4.11,644.11,956195,78,280,52,28,438,1
2024-11-01,2024,11,November,Vellore,173.73,29.46,7.14,26.72,136.96,4.88,485.36,3901268,59,206,36,17,318,1
2024-12-01,2024,12,December,Vellore,318.55,35.26,7.72,19.0,462.27,8.02,573.65,1717756,83,318,55,28,484,1
2018-01-01,2018,1,January,Cuddalore,14.61,26.34,8.48,14.51,178.31,5.44,456.99,887688,49,179,28,10,266,1
2018-02-01,2018,2,February,Cuddalore,71.73,30.79,7.45,23.06,449.95,6.24,474.41,3043951,80,283,40,25,428,1
2018-03-01,2018,3,March,Cuddalore,70.27,24.98,7.76,5.15,172.25,4.31,469.97,4120434,36,142,22,15,215,1
2018-04-01,2018,4,April,Cuddalore,19.65,34.86,8.03,13.91,154.84,4.73,936.81,4765630,54,215,35,15,319,1
2018-05-01,2018,5,May,Cuddalore,14.64,29.14,7.13,1.03,248.54,7.76,1023.27,2607719,43,164,34,11,252,1
2018-06-01,2018,6,June,Cuddalore,138.56,26.17,7.05,11.57,275.3,6.86,1102.88,3345157,65,255,34,18,372,1
2018-07-01,2018,7,July,Cuddalore,199.52,26.52,7.36,27.77,13.26,7.02,477.03,4824155,43,168,30,17,258,1
2018-08-01,2018,8,August,Cuddalore,108.81,36.52,7.45,31.83,526.51,6.78,1147.04,4659962,100,375,57,28,560,1
2018-09-01,2018,9,September,Cuddalore,130.18,31.65,7.47,16.79,198.9,8.64,788.59,4133803,61,231,38,17,347,1
2018-10-01,2018,10,October,Cuddalore,274.89,25.57,7.21,22.49,807.29,5.97,1153.32,3750881,105,385,66,34,590,1
2018-11-01,2018,11,November,Cuddalore,274.49,31.76,7.49,32.34,159.73,5.26,1010.73,2113849,55,214,35,19,323,1
2018-12-01,2018,12,December,Cuddalore,165.02,28.56,6.53,32.47,480.35,4.72,209.24,4306762,84,310,49,24,467,1
2019-01-01,2019,1,January,Cuddalore,50.98,28.42,6.4,6.35,94.03,6.14,858.28,1076395,38,142,25,8,213,1
2019-02-01,2019,2,February,Cuddalore,36.33,24.88,8.3,10.98,229.75,5.75,827.51,4478168,53,189,35,17,294,1
2019-03-01,2019,3,March,Cuddalore,57.18,27.0,7.67,13.15,358.61,8.16,942.72,4185266,59,217,36,15,327,1
2019-04-01,2019,4,April,Cuddalore,67.66,33.56,7.81,18.44,471.3,8.16,823.39,4149175,77,279,50,21,427,1
2019-05-01,2019,5,May,Cuddalore,27.64,30.36,7.09,24.57,195.55,4.4,289.83,4408308,46,183,30,17,276,1
2019-06-01,2019,6,June,Cuddalore,141.99,31.07,6.54,4.54,80.32,4.51,809.71,772667,45,159,24,14,242,1
2019-07-01,2019,7,July,Cuddalore,119.31,26.94,7.33,1.91,436.39,6.62,1098.64,1918137,62,217,38,20,337,1
2019-08-01,2019,8,August,Cuddalore,111.32,31.53,8.29,27.71,318.79,4.19,735.25,4949113,68,245,45,23,381,1
2019-09-01,2019,9,September,Cuddalore,182.95,28.32,7.72,18.97,306.64,6.48,932.24,1814530,65,242,34,22,363,1
2019-10-01,2019,10,October,Cuddalore,306.89,28.99,6.94,2.8,450.3,6.42,357.83,3300860,79,281,45,20,425,1
2019-11-01,2019,11,November,Cuddalore,288.04,34.54,6.85,11.25,469.74,4.78,866.61,679354,74,259,42,24,399,1
2019-12-01,2019,12,December,Cuddalore,171.61,34.63,6.92,21.65,213.13,7.14,501.49,855431,63,229,43,20,355,1
2020-01-01,2020,1,January,Cuddalore,47.4,35.79,7.54,2.48,327.71,4.04,979.96,3164812,49,183,34,19,285,1
2020-02-01,2020,2,February,Cuddalore,64.83,28.93,6.89,14.44,4.18,4.41,326.17,1785801,36,146,28,11,221,1
2020-03-01,2020,3,March,Cuddalore,46.79,30.95,6.53,23.09,220.38,8.97,620.07,2801374,58,232,36,16,342,1
2020-04-01,2020,4,April,Cuddalore,67.2,36.05,7.62,1.31,347.61,6.09,765.56,3262108,56,198,32,19,305,1
2020-05-01,2020,5,May,Cuddalore,74.18,31.84,6.55,20.04,457.46,4.85,1017.41,4200568,71,262,48,25,406,1
2020-06-01,2020,6,June,Cuddalore,87.31,30.0,7.12,7.06,257.06,4.87,1048.79,4400275,49,178,28,19,274,1
2020-07-01,2020,7,July,Cuddalore,143.27,28.55,6.56,11.86,13.33,5.82,731.49,3817837,37,140,28,13,218,1
2020-08-01,2020,8,August,Cuddalore,198.37,34.25,7.99,28.52,140.17,4.42,682.89,2255864,71,264,34,18,387,1
2020-09-01,2020,9,September,Cuddalore,143.25,24.53,7.61,27.13,102.38,6.97,793.61,1025957,59,233,36,15,343,1
2020-10-01,2020,10,October,Cuddalore,255.22,34.18,6.45,10.7,132.8,7.98,262.89,4965159,45,168,31,16,260,1
2020-11-01,2020,11,November,Cuddalore,178.64,28.4,8.06,13.3,193.61,8.13,1187.08,1530649,60,238,34,14,346,1
2020-12-01,2020,12,December,Cuddalore,291.2,28.75,6.94,29.66,766.34,7.05,1053.17,4473883,104,372,68,32,576,1
2021-01-01,2021,1,January,Cuddalore,76.79,34.85,8.05,13.76,93.39,6.13,749.49,3441507,38,154,27,10,229,1
2021-02-01,2021,2,February,Cuddalore,48.8,28.6,7.86,16.45,166.41,7.77,848.7,3620847,54,200,27,14,295,1
2021-03-01,2021,3,March,Cuddalore,58.18,31.18,7.25,16.42,339.91,6.79,824.94,4303454,60,222,33,20,335,1
2021-04-01,2021,4,April,Cuddalore,49.4,24.66,6.29,7.02,344.85,8.26,759.19,4291343,48,176,39,18,281,1
2021-05-01,2021,5,May,Cuddalore,50.57,28.01,7.04,3.01,26.14,5.27,274.25,1612762,35,135,18,12,200,1
2021-06-01,2021,6,June,Cuddalore,162.07,35.13,6.46,17.95,65.82,8.36,707.64,4357469,58,209,27,14,308,1
2021-07-01,2021,7,July,Cuddalore,165.23,29.09,8.12,15.47,467.71,4.54,1046.12,3846953,92,329,44,25,490,1
2021-08-01,2021,8,August,Cuddalore,130.98,29.84,7.73,16.58,336.33,6.16,1191.7,3712425,65,244,39,22,370,1
2021-09-01,2021,9,September,Cuddalore,199.66,28.1,7.02,30.68,462.23,5.48,781.05,4237486,100,377,51,28,556,1
2021-10-01,2021,10,October,Cuddalore,356.17,27.87,8.34,17.55,771.89,5.33,714.53,4186207,114,414,62,36,626,1
2021-11-01,2021,11,November,Cuddalore,330.65,26.86,6.98,22.1,297.71,7.77,529.35,615064,66,258,39,22,385,1
2021-12-01,2021,12,December,Cuddalore,244.72,24.49,6.43,27.78,786.44,4.6,651.09,3603800,93,346,59,31,529,1
2022-01-01,2022,1,January,Cuddalore,50.35,35.09,6.95,18.19,67.71,5.46,344.71,3436384,44,166,30,11,251,1
2022-02-01,2022,2,February,Cuddalore,46.94,31.56,7.26,8.82,237.83,7.01,1185.99,1636263,58,204,27,18,307,1
2022-03-01,2022,3,March,Cuddalore,72.65,29.5,8.41,10.98,300.54,7.55,1150.59,2542896,61,235,33,15,344,1
2022-04-01,2022,4,April,Cuddalore,64.36,31.73,7.72,8.75,240.64,7.09,604.91,1551497,51,198,35,18,302,1
2022-05-01,2022,5,May,Cuddalore,38.77,28.97,7.14,10.82,272.09,6.72,697.15,586569,53,197,38,17,305,1
2022-06-01,2022,6,June,Cuddalore,191.92,32.47,7.72,13.84,590.84,7.19,969.17,1445424,105,376,46,25,552,1
2022-07-01,2022,7,July,Cuddalore,100.66,27.79,6.86,9.75,556.02,4.16,276.1,2550276,76,291,42,24,433,1
2022-08-01,2022,8,August,Cuddalore,80.69,30.01,7.14,4.86,439.49,7.51,920.89,1889068,62,217,42,23,344,1
2022-09-01,2022,9,September,Cuddalore,136.38,31.76,8.14,16.31,133.92,8.14,737.77,3501519,45,166,33,15,259,1
2022-10-01,2022,10,October,Cuddalore,299.82,30.67,8.35,5.09,451.01,7.43,991.91,4740843,72,260,39,24,395,1
2022-11-01,2022,11,November,Cuddalore,150.94,32.84,7.57,15.54,406.28,5.23,989.89,4227904,64,245,48,21,378,1
2022-12-01,2022,12,December,Cuddalore,275.36,31.29,7.23,12.86,108.31,4.49,957.46,4243382,53,208,37,17,315,1
2023-01-01,2023,1,January,Cuddalore,53.76,28.74,6.49,10.95,7.4,8.21,713.5,2596539,26,118,22,11,177,1
2023-02-01,2023,2,February,Cuddalore,47.41,35.66,7.12,18.21,438.34,5.08,1007.19,536051,73,279,45,24,421,1
2023-03-01,2023,3,March,Cuddalore,27.84,34.81,7.2,8.94,89.33,7.83,986.32,1177551,40,153,23,10,226,1
2023-04-01,2023,4,April,Cuddalore,57.42,34.62,6.72,2.84,405.26,8.88,844.67,2746928,53,200,36,21,310,1
2023-05-01,2023,5,May,Cuddalore,67.77,35.42,8.35,21.18,321.84,7.05,667.36,3927043,77,282,36,17,412,1
2023-06-01,2023,6,June,Cuddalore,147.81,37.28,8.28,28.62,520.92,8.72,298.49,1279680,93,351,54,28,526,1
2023-07-01,2023,7,July,Cuddalore,101.54,34.72,7.34,28.78,258.21,5.34,547.6,1866528,60,233,39,19,351,1
2023-08-01,2023,8,August,Cuddalore,176.6,29.18,7.69,23.93,136.28,8.42,816.22,4755313,52,198,34,15,299,1
2023-09-01,2023,9,September,Cuddalore,104.96,28.73,8.06,23.01,497.76,6.21,916.48,1897636,89,331,46,22,488,1
2023-10-01,2023,10,October,Cuddalore,323.82,28.81,7.8,40.0,424.91,5.91,451.16,3462906,91,342,51,29,513,1
2023-11-01,2023,11,November,Cuddalore,364.07,25.57,7.0,39.66,181.49,4.39,988.12,2831499,67,250,46,20,383,1
2023-12-01,2023,12,December,Cuddalore,178.37,31.65,7.83,3.96,62.46,8.01,1009.03,1947839,44,169,27,10,250,1
2024-01-01,2024,1,January,Cuddalore,13.5,36.23,6.37,6.92,347.66,6.05,1076.31,1270878,55,200,37,21,313,1
2024-02-01,2024,2,February,Cuddalore,36.32,31.49,8.22,22.9,132.99,6.31,749.14,2950020,52,208,33,17,310,1
2024-03-01,2024,3,March,Cuddalore,30.05,34.7,7.44,4.1,263.26,5.98,380.36,1091952,42,168,27,16,253,1
2024-04-01,2024,4,April,Cuddalore,13.8,32.35,6.4,17.84,26.32,4.3,505.33,874319,30,106,25,13,174,1
2024-05-01,2024,5,May,Cuddalore,46.22,36.94,7.46,14.99,200.83,8.75,977.19,1569626,57,218,29,17,321,1
2024-06-01,2024,6,June,Cuddalore,178.75,26.64,7.81,10.37,193.37,5.48,925.57,2925595,51,183,28,18,280,1
2024-07-01,2024,7,July,Cuddalore,108.5,29.32,7.29,2.69,630.87,7.58,523.19,1951187,87,311,47,26,471,1
2024-08-01,2024,8,August,Cuddalore,132.56,28.97,6.37,22.3,536.38,5.52,1190.18,954377,83,290,46,25,444,1
2024-09-01,2024,9,September,Cuddalore,134.92,27.62,7.85,23.81,183.56,8.18,516.84,2577668,64,224,35,17,340,1
2024-10-01,2024,10,October,Cuddalore,379.55,35.41,8.45,39.83,251.94,4.53,312.24,1392055,75,274,45,27,421,1
2024-11-01,2024,11,November,Cuddalore,305.94,24.08,6.63,6.11,326.99,6.51,243.4,4029284,62,243,37,16,358,1
2024-12-01,2024,12,December,Cuddalore,273.83,29.99,8.4,11.08,465.0,7.68,756.84,2797040,73,269,47,26,415,1
2018-01-01,2018,1,January,Nagapattinam,52.63,28.03,6.57,14.07,266.16,4.38,898.22,3615216,46,170,30,13,259,1
2018-02-01,2018,2,February,Nagapattinam,25.22,27.56,7.33,24.19,416.12,5.42,563.37,1355243,73,259,45,18,395,1
2018-03-01,2018,3,March,Nagapattinam,61.06,37.5,6.56,6.46,112.85,4.1,804.12,3855213,44,169,25,14,252,1
2018-04-01,2018,4,April,Nagapattinam,23.07,28.84,7.0,12.26,167.07,4.54,345.63,1508725,48,175,26,16,265,1
2018-05-01,2018,5,May,Nagapattinam,59.28,28.73,6.91,23.38,124.23,7.21,475.13,4292212,48,175,26,17,266,1
2018-06-01,2018,6,June,Nagapattinam,109.86,33.26,7.83,1.63,285.49,8.22,689.59,4058670,56,218,30,13,317,1
2018-07-01,2018,7,July,Nagapattinam,86.16,29.32,6.98,23.7,482.83,4.25,421.12,4040564,71,256,51,24,402,1
2018-08-01,2018,8,August,Nagapattinam,98.41,29.9,6.36,17.24,295.76,7.84,859.8,3226465,49,187,37,19,292,1
2018-09-01,2018,9,September,Nagapattinam,98.4,36.81,6.35,3.02,121.78,8.55,720.0,4071479,34,125,31,14,204,1
2018-10-01,2018,10,October,Nagapattinam,356.96,24.32,6.76,8.39,773.27,6.34,604.22,1633942,82,288,53,32,455,1
2018-11-01,2018,11,November,Nagapattinam,321.97,37.14,7.86,10.03,397.94,4.36,589.66,1997060,70,263,46,20,399,1
2018-12-01,2018,12,December,Nagapattinam,161.9,29.4,6.56,31.84,95.15,7.32,486.18,621284,65,236,31,14,346,1
2019-01-01,2019,1,January,Nagapattinam,65.42,26.7,7.74,3.24,253.93,4.81,616.35,4583746,47,192,29,15,283,1
